"","Master.Incident.Number","Response.Date","Response.Type","Location.Name","Responding.Unit","Location.Address"
"8935","070716-0922",2016-07-07 21:20:00,"EMS","","E3","2930 Ne 18th Dr
(29.680412, -82.301424)"
"8936","070716-0913",2016-07-07 21:07:00,"EMS","Palmetto Creek Apt ( 22)","Q8","2114 Nw 55th Blvd
(29.70582, -82.352091)"
"8937","070716-0878",2016-07-07 20:16:00,"EMS","","SQ2","1902 Sw 65th Dr
(29.634751, -82.413019)"
"8938","070716-0867",2016-07-07 20:05:00,"EMS","Ross (Unit 30)","SQ1","2643 Nw 13th St
(29.676805, -82.339112)"
"8939","070716-0860",2016-07-07 19:58:00,"EMS","Village Green Apartments","E5","3101 Ne 15th St
(29.682637, -82.3051)"
"8940","070716-0852",2016-07-07 19:48:00,"EMS","","E3","1136 Ne 25th St
(29.663034, -82.292262)"
"8941","070716-0841",2016-07-07 19:33:00,"EMS","GFR Station 7","E7","5601 Nw 43rd St
(29.706375, -82.388101)"
"8942","070716-0824",2016-07-07 19:07:00,"EMS","Dignity Campgrounds","E3","3035 Ne 28th Dr
(29.677242, -82.290818)"
"8943","070716-0818",2016-07-07 19:01:00,"EMS","Granada Apartments","E5","1800 Nw 4th St
(29.668426, -82.329413)"
"8944","070716-0791",2016-07-07 18:27:00,"EMS","","E7","3416 Nw 34th Ter
(29.684572, -82.373676)"
"8945","070716-0789",2016-07-07 18:23:00,"EMS","Oak Ridge Apartments","Q8","1120 Nw 45th Av
(29.69621, -82.337395)"
"8946","070716-0780",2016-07-07 18:11:00,"EMS","","Q8","2501 Nw 58th Av
(29.707752, -82.359447)"
"8947","070716-0767",2016-07-07 17:52:00,"EMS","Park Meadows -HCF","E2","3250 Sw 41st Pl
(29.616024, -82.37026)"
"8948","070716-0757",2016-07-07 17:42:00,"EMS","","E3","1847 Ne 16th Way
(29.669398, -82.301245)"
"8949","070716-0755",2016-07-07 17:41:00,"EMS","","E5","1218 Nw 44th Av
(29.694811, -82.337466)"
"8950","070716-0729",2016-07-07 17:11:00,"EMS","","E5","1300 Nw 39th Av
(29.688501, -82.339012)"
"8951","070716-0726",2016-07-07 16:58:00,"EMS","Arlington Square Apartments 3rd","E1","321 3RD ST SE
(29.648818, -82.321946)"
"8952","070716-0721",2016-07-07 16:53:00,"EMS","","Q8","4337 Nw 35th St
(29.694084, -82.374451)"
"8953","070716-0714",2016-07-07 16:48:00,"EMS","","Q1","1035 Sw 9th St
(29.641843, -82.332765)"
"8954","070716-0698",2016-07-07 16:31:00,"EMS","Fern Cottage","E3","2451 Ne 23rd Pl
(29.673068, -82.292932)"
"8955","070716-0677",2016-07-07 16:20:00,"EMS","","E5","5300 Nw 13th St
(29.703206, -82.343619)"
"8956","070716-0662",2016-07-07 16:13:00,"EMS","","TW2","800 Sw 13th St
(29.644902, -82.339314)"
"8957","070716-0640",2016-07-07 16:00:00,"EMS","","E1","1029 Nw 7th Av
(29.657434, -82.335981)"
"8958","070716-0632",2016-07-07 15:50:00,"EMS","Beaty Commons C","E5","1387 Museum Rd
(29.644817, -82.340495)"
"8959","070716-0613",2016-07-07 15:33:00,"EMS","Winn Dixie NMS","E1","2500 N Main St
(29.675841, -82.321992)"
"8960","070716-0572",2016-07-07 14:55:00,"EMS","","E5","1114 Ne 21st Av
(29.672477, -82.311281)"
"8961","070716-0510",2016-07-07 13:49:00,"EMS","Publix, 16th Blvd","E7","4115 Nw 16th Blvd
(29.672143, -82.387191)"
"8962","070716-0485",2016-07-07 13:04:00,"EMS","UF Family Medicine -HCF","E1","1707 N Main St
(29.667501, -82.323882)"
"8963","070716-0466",2016-07-07 12:39:00,"FIRE","Lewis Place Apartments","E5","4121 Ne 15th St
(29.691091, -82.305323)"
"8964","070716-0447",2016-07-07 12:25:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.679606, -82.286588)"
"8965","070716-0387",2016-07-07 11:10:00,"HAZ","","HZ2","2827 Sw 38th Pl
(29.61534, -82.365437)"
"8966","070716-0351",2016-07-07 10:38:00,"EMS","Hunters Run Apartments","E2","2600 Sw Williston Rd
(29.61233, -82.360139)"
"8967","070716-0312",2016-07-07 09:56:00,"EMS","GFR Station 1","Q1","427 S Main St
(29.647532, -82.324641)"
"8968","070716-0299",2016-07-07 09:41:00,"EMS","","SQ1","2520 Nw 4th Ter
(29.676351, -82.329502)"
"8969","070716-0277",2016-07-07 09:20:00,"EMS","Care Spot Express - HCF","E7","3925 Nw 43rd St
(29.689106, -82.388475)"
"8970","070716-0270",2016-07-07 09:11:00,"EMS","Nationwide Insurance (swwr)","TW2","3300 Sw Williston Rd
(29.604572, -82.369785)"
"8971","070716-0251",2016-07-07 08:49:00,"EMS","Arbor Apartments","E2","2411 Sw 35th Pl
(29.620091, -82.358221)"
"8972","070716-0219",2016-07-07 08:12:00,"EMS","Madison Pointe Apartments","E5","2701 Nw 23rd Blvd
(29.677301, -82.348017)"
"8973","070716-0209",2016-07-07 07:53:00,"ALM","Trinity United Methodist","Q8","4000 Nw 53rd Av
(29.70589, -82.384087)"
"8974","070716-0136",2016-07-07 03:22:00,"EMS","Oak Ridge Apartments","E5","1120 Nw 45th Av
(29.69621, -82.337395)"
"8975","070716-0047",2016-07-07 01:08:00,"FIRE","Brookwood Terrace Apts (158)","Q8","2601 Nw 23rd Blvd
(29.67687, -82.347192)"
"8976","070716-0029",2016-07-07 00:37:00,"EMS","","SQ1","925 Se 5th Av
(29.646796, -82.313915)"
"8977","070616-1105",2016-07-06 23:49:00,"EMS","Maguire 1","E4","1303 Blue Cir
(29.640277, -82.372169)"
"8978","070616-1053",2016-07-06 22:42:00,"EMS","Meadowcrest Apartment","E5","110 Nw 39th Av
(29.691497, -82.32672)"
"8979","070616-1050",2016-07-06 22:40:00,"EMS","Dignity Campgrounds","E3","3035 Ne 28th Dr
(29.677242, -82.290818)"
"8980","070616-1010",2016-07-06 21:51:00,"EMS","McDonalds (University)","SQ1","1030 E University Av
(29.65226, -82.312646)"
"8981","070616-1002",2016-07-06 21:45:00,"EMS","","E3","402 Ne 15th St
(29.654944, -82.306085)"
"8982","070616-0990",2016-07-06 21:32:00,"ALM","Lux13  Apartments","Q1","1015 Nw 21st Av
(29.672205, -82.335122)"
"8983","070616-0973",2016-07-06 21:16:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.679606, -82.286588)"
"8984","070616-0943",2016-07-06 20:47:00,"EMS","","E5","1933 Nw 23rd Ter
(29.670615, -82.356736)"
"8985","070616-0942",2016-07-06 20:45:00,"ALM","Dental Science","Q1","1395 Center Dr
(29.639262, -82.346177)"
"8986","070616-0906",2016-07-06 19:57:00,"EMS","Care Spot Express (sw 2nd) -HCF","SQ1","720 Sw 2nd Av
(29.650429, -82.332614)"
"8987","070616-0860",2016-07-06 18:53:00,"EMS","","E3","5501 Ne 29th Av
(29.676809, -82.259992)"
"8988","070616-0847",2016-07-06 18:40:00,"EMS","Pinkys SMS Food Store","SQ1","404 S Main St
(29.648065, -82.325644)"
"8989","070616-0818",2016-07-06 18:03:00,"EMS","","E3","550 Ne 25th St
(29.656754, -82.2926)"
"8990","070616-0792",2016-07-06 17:34:00,"FIRE","","Q8","2400 Nw 53rd Av
(29.703335, -82.356927)"
"8991","070616-0779",2016-07-06 17:28:00,"EMS","","E3","2033 Se Hawthorne Rd
(29.647001, -82.298022)"
"8992","070616-0777",2016-07-06 17:27:00,"EMS","Steak N Shake 13 St","E2","1610 Sw 13th St
(29.636071, -82.339812)"
"8993","070616-0769",2016-07-06 17:23:00,"EMS","Atrium at Gville","E7","2431 Nw 41st St
(29.675146, -82.38446)"
"8994","070616-0751",2016-07-06 17:09:00,"EMS","St Francis House","SQ1","413 S Main St
(29.648078, -82.32461)"
"8995","070616-0704",2016-07-06 16:26:00,"EMS","Senior Health Care Center -HCF","E7","2205 Nw 40th Ter
(29.673869, -82.383632)"
"8996","070616-0637",2016-07-06 15:35:00,"EMS","Casablanca West Apartments","TW2","2735 Sw 35th Pl
(29.618024, -82.364641)"
"8997","070616-0588",2016-07-06 14:54:00,"EMS","Pine Grove Apartments","SQ1","1901 Ne 2nd St
(29.66945, -82.319981)"
"8998","070616-0574",2016-07-06 14:43:00,"EMS","Tacachale Health Clinic - HCF","E3","1950 23RD ST NE
(29.669776, -82.295126)"
"8999","070616-0567",2016-07-06 14:33:00,"EMS","","E5","Nw 19th St / Nw 36th Av
(29.685718, -82.347435)"
"9000","070616-0514",2016-07-06 13:29:00,"EMS","Gaineswood Condos","E5","1717 Nw 23rd Av
(29.673018, -82.345828)"
"9001","070616-0502",2016-07-06 13:16:00,"EMS","Millhopper Vet Center","E7","4209 Nw 37th Pl
(29.687056, -82.388364)"
"9002","070616-0486",2016-07-06 12:59:00,"HAZ","","E1","Nw 39th Av / Nw 13th St
(29.688501, -82.339012)"
"9003","070616-0483",2016-07-06 12:56:00,"EMS","","Q8","6120 28TH TER NW
(29.711013, -82.364802)"
"9004","070616-0476",2016-07-06 12:51:00,"ALM","Glenn Springs Home @ ARC","Q8","2717 Nw 31st Av
(29.681021, -82.363391)"
"9005","070616-0427",2016-07-06 11:56:00,"EMS","","E5","Ne 2nd Way / Ne 39th Av
(29.688457, -82.322434)"
"9006","070616-0409",2016-07-06 11:40:00,"EMS","","E3","1140 Ne 24th Ter
(29.663369, -82.293082)"
"9007","070616-0399",2016-07-06 11:33:00,"EMS","Dignity Campgrounds","E3","3035 28TH DR NE
(29.677242, -82.290818)"
"9008","070616-0382",2016-07-06 11:15:00,"EMS","RTS Bus Fleet Maintenance & Operations Facility","E1","34 Se 13th Rd
(29.637567, -82.325486)"
"9009","070616-0371",2016-07-06 11:03:00,"EMS","","E4","4721 Nw 13th Av
(29.664197, -82.393759)"
"9010","070616-0346",2016-07-06 10:43:00,"FIRE","Food Max","E1","1304 E University Av
(29.652326, -82.308444)"
"9011","070616-0341",2016-07-06 10:41:00,"ALM","","E4","933 Nw 50th Ter
(29.661061, -82.3962)"
"9012","070616-0338",2016-07-06 10:38:00,"EMS","Birth and Wellness Center","E1","607 E University Av
(29.651604, -82.319184)"
"9013","070616-0320",2016-07-06 10:22:00,"EMS","Horizon House Apartments","SQ1","1515 Nw 10th St
(29.666181, -82.334973)"
"9014","070616-0298",2016-07-06 10:01:00,"EMS","UF Health Physicians","E2","1699 16TH AV SW
(29.634815, -82.345103)"
"9015","070616-0290",2016-07-06 09:54:00,"ALM","Iron Mountain Record Mgmt Waldo Rd","TW2","5905 Ne Waldo Rd
(29.70887, -82.271751)"
"9016","070616-0272",2016-07-06 09:35:00,"EMS","","Q8","Nw 39th Av / Nw 29th Ter
(29.688632, -82.365971)"
"9017","070616-0223",2016-07-06 08:59:00,"EMS","Publix, 16th Blvd","E4","4115 Nw 16th Blvd
(29.672143, -82.387191)"
"9018","070616-0219",2016-07-06 08:58:00,"EMS","Grace Marketplace","E5","3055 Ne 28th Dr
(29.679606, -82.286588)"
"9019","070616-0202",2016-07-06 08:36:00,"EMS","","E5","2500 N Main St
(29.675841, -82.321992)"
"9020","070616-0200",2016-07-06 08:29:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.679606, -82.286588)"
"9021","070616-0182",2016-07-06 07:59:00,"FIRE","Trinity United Methodist","Q8","4000 Nw 53rd Av
(29.70589, -82.384087)"
"9022","070616-0132",2016-07-06 06:27:00,"EMS","","SQ1","820 Nw 4th Pl
(29.655191, -82.33362)"
"9023","070616-0120",2016-07-06 05:44:00,"EMS","Atrium Apt (3310)","E7","2431 Nw 41st St
(29.675146, -82.38446)"
"9024","070616-0094",2016-07-06 03:33:00,"EMS","Signature Healthcare -HCF","SQ2","4000 Sw 20th Av
(29.634982, -82.383394)"
"9025","070616-0068",2016-07-06 02:07:00,"EMS","","SQ1","Nw 16th Av / N Main St
(29.666642, -82.324529)"
"9026","070616-0054",2016-07-06 01:39:00,"FIRE","Shands Emergency Room -MCF","TW2","1515 Sw Archer Rd
(29.63967, -82.341946)"
"9027","070616-0030",2016-07-06 00:46:00,"EMS","Circle K/Mobil (20 newr)","E3","20 Ne Waldo Rd
(29.652543, -82.311337)"
"9028","070616-0026",2016-07-06 00:33:00,"EMS","","SQ1","610 Sw 11th Ln
(29.640742, -82.33092)"
"9029","070516-0964",2016-07-05 22:00:00,"EMS","","E4","4200 Nw 14th Pl
(29.666132, -82.388064)"
"9030","070516-0904",2016-07-05 20:48:00,"EMS","Meadowcrest Apartment","E5","110 Nw 39th Av
(29.691497, -82.32672)"
"9031","070516-0879",2016-07-05 20:12:00,"EMS","","E3","810 Ne 24th Ter
(29.659639, -82.293089)"
"9032","070516-0862",2016-07-05 19:53:00,"FIRE","Rogers Welding And Repairs Main","E1","1224 S Main St
(29.639189, -82.326274)"
"9033","070516-0776",2016-07-05 18:33:00,"EMS","Grace Marketplace","E5","3055 Ne 28th Dr
(29.679606, -82.286588)"
"9034","070516-0771",2016-07-05 18:29:00,"EMS","Lamplighter MHP","E3","2408 Ne 57th Blvd
(29.674823, -82.258552)"
"9035","070516-0718",2016-07-05 17:13:00,"EMS","CREATIVE COUNSELING SERVICES","SQ2","4010 Newberry Rd
(29.653957, -82.385267)"
"9036","070516-0715",2016-07-05 17:09:00,"EMS","Orthopedic Surgery","E4","3450 Hull Rd
(29.638334, -82.373775)"
"9037","070516-0678",2016-07-05 16:37:00,"EMS","","E5","1921 6TH ST NW
(29.670142, -82.330593)"
"9038","070516-0664",2016-07-05 16:20:00,"EMS","Davis Cancer Center -- HCF","TW2","2000 Sw Archer Rd
(29.636934, -82.350372)"
"9039","070516-0663",2016-07-05 16:19:00,"EMS","","E2","Sw Archer Rd / Gale Lemerand Dr
(29.6368, -82.350185)"
"9040","070516-0658",2016-07-05 16:15:00,"EMS","Maudes Cafe","SQ1","101 Se 2nd Pl
(29.649442, -82.323497)"
"9041","070516-0616",2016-07-05 15:31:00,"ALM","Glenn Springs Home @ ARC","Q8","2717 Nw 31st Av
(29.681021, -82.363391)"
"9042","070516-0582",2016-07-05 14:55:00,"EMS","","E4","1600 Nw 43rd St
(29.667051, -82.389007)"
"9043","070516-0574",2016-07-05 14:45:00,"EMS","Signature Healthcare -HCF","SQ2","4000 Sw 20th Av
(29.634982, -82.383394)"
"9044","070516-0542",2016-07-05 14:09:00,"EMS","Infection Prevention & Treatment","E4","500 Nw 43rd St
(29.656465, -82.390513)"
"9045","070516-0503",2016-07-05 13:14:00,"EMS","Turkey Creek Forest Mobile Home Park","E7","8620 Nw 13th St
(29.734273, -82.38453)"
"9046","070516-0504",2016-07-05 13:14:00,"EMS","Fast Eddies Ice Cream","E3","1509 Se Hawthorne Rd
(29.650711, -82.305573)"
"9047","070516-0502",2016-07-05 13:13:00,"EMS","Sunshine Estates","E5","615 Nw 32nd Pl
(29.682383, -82.331288)"
"9048","070516-0477",2016-07-05 12:42:00,"EMS","Blues Creek","Q8","4956 Nw 80th Rd
(29.727962, -82.395666)"
"9049","070516-0476",2016-07-05 12:42:00,"EMS","Oak Hammock 2680 SW 53rd Ln - SNF - HCF","E2","2680 Sw 53rd Ln
(29.60488, -82.36085)"
"9050","070516-0471",2016-07-05 12:34:00,"EMS","Honda of Gainesville","E5","3801 N Main St
(29.687942, -82.318219)"
"9051","070516-0453",2016-07-05 12:20:00,"EMS","GFR Station 3","E3","900 Ne Waldo Rd
(29.659976, -82.306689)"
"9052","070516-0438",2016-07-05 12:01:00,"EMS","Pine Grove Apartments","SQ1","1901 Ne 2nd St
(29.66945, -82.319981)"
"9053","070516-0391",2016-07-05 11:07:00,"EMS","Sunrise Villas","E2","3010 Sw 23rd Ter
(29.624428, -82.356938)"
"9054","070516-0371",2016-07-05 10:49:00,"EMS","","SQ1","925 Se 18th Ter
(29.643086, -82.300871)"
"9055","070516-0343",2016-07-05 10:18:00,"EMS","HPNP-Health Prof, Nursing & Pharmacy","Q1","1225 Center Dr
(29.641015, -82.346159)"
"9056","070416-0469",2016-07-04 15:48:00,"EMS","","E1","Nw 8th Av / Nw 18th Ter
(29.65942, -82.347185)"
"9057","070516-0342",2016-07-05 10:18:00,"EMS","HPNP-Health Prof, Nursing & Pharmacy","SQ1","1225 Center Dr
(29.641015, -82.346159)"
"9058","070516-0325",2016-07-05 09:57:00,"EMS","Carleton Auditorium","SQ1","1475 Union Dr
(29.649767, -82.341425)"
"9059","070516-0302",2016-07-05 09:35:00,"EMS","","E5","102 Ne 39th Pl
(29.689121, -82.32344)"
"9060","070516-0283",2016-07-05 09:19:00,"EMS","Atrium at Gville","E7","2431 Nw 41st St
(29.675146, -82.38446)"
"9061","070516-0257",2016-07-05 08:48:00,"EMS","COSMETIC DENTISTRY","E1","316 Sw 16th Av
(29.636647, -82.328666)"
"9062","070516-0236",2016-07-05 08:18:00,"EMS","Fat Daddys","SQ1","1702 W UNIVERSITY AV
(29.652483, -82.345095)"
"9063","070516-0237",2016-07-05 08:18:00,"EMS","COMPUTA TUNE","TW2","3200 Sw 34th St
(29.624412, -82.372931)"
"9064","070516-0234",2016-07-05 08:11:00,"EMS","","E2","3220 Sw 26th Way
(29.621092, -82.362729)"
"9065","070516-0188",2016-07-05 07:17:00,"EMS","Santa Fe Work Release Center","E3","2901 39TH AV NE
(29.679994, -82.281396)"
"9066","070516-0185",2016-07-05 07:14:00,"EMS","","E4","2008 Nw 40th Ter
(29.671707, -82.385083)"
"9067","070516-0182",2016-07-05 07:11:00,"EMS","Meadowcrest Apartment","E5","110 Nw 39th Av
(29.691497, -82.32672)"
"9068","070516-0162",2016-07-05 06:24:00,"EMS","SOCIAL 28 NORTH","SQ1","1232 Sw 3rd Av
(29.649415, -82.338121)"
"9069","070516-0045",2016-07-05 00:52:00,"FIRE","","Q1","419 Nw 25th St
(29.655273, -82.360306)"
"9070","070516-0039",2016-07-05 00:35:00,"FIRE","","E1","12TH TER / 7TH AV NW
NW
(29.657533, -82.338111)"
"9071","070516-0025",2016-07-05 00:22:00,"EMS","","SQ1","1201 Nw 6th St
(29.663072, -82.330609)"
"9072","070416-0844",2016-07-04 23:34:00,"EMS","Cypress Hall","E2","1310 Museum Rd
(29.645796, -82.339603)"
"9073","070416-0843",2016-07-04 23:34:00,"ALM","Hilton Hotel","TW2","1714 Sw 34th St
(29.637498, -82.372474)"
"9074","070416-0718",2016-07-04 21:43:00,"FIRE","","E3","935 11TH ST SE
(29.642386, -82.311155)"
"9075","070416-0707",2016-07-04 21:29:00,"FIRE","Oak Ridge Apartments","E5","1120 Nw 45th Av
(29.69621, -82.337395)"
"9076","070416-0702",2016-07-04 21:24:00,"EMS","Quality Inn (sw 13th)","SQ1","2435 Sw 13th St
(29.629491, -82.338612)"
"9077","070416-0698",2016-07-04 21:22:00,"EMS","Walgreens Pharmacy (eua/ waldo Rd)","E3","1120 E University Av
(29.652431, -82.310334)"
"9078","070416-0668",2016-07-04 21:02:00,"EMS","Park Meadows -HCF","TW2","3250 Sw 41st Pl
(29.616024, -82.37026)"
"9079","070416-0661",2016-07-04 20:54:00,"EMS","Sapps Saw And Mower 6TH","E5","2025 Nw 6th St
(29.671382, -82.330573)"
"9080","070416-0658",2016-07-04 20:52:00,"EMS","Oak Hammock IL 5000-1100 Sw 25th Blvd","E2","5000 Sw 25th Blvd
(29.60623, -82.361534)"
"9081","070416-0593",2016-07-04 19:27:00,"EMS","","E5","2922 Ne 16th Ter
(29.679732, -82.304089)"
"9082","070416-0585",2016-07-04 19:15:00,"ALM","Sunshine Park Apartments","Q1","1901 Nw 2nd St
(29.669356, -82.325703)"
"9083","070416-0575",2016-07-04 19:03:00,"EMS","Pine Grove Apartments","SQ1","1901 Ne 2nd St
(29.66945, -82.319981)"
"9084","070416-0554",2016-07-04 18:13:00,"EMS","","SQ1","2320 Se 15th St
(29.629742, -82.306084)"
"9085","070416-0503",2016-07-04 16:44:00,"EMS","Casablanca West Apartments","E2","2735 Sw 35th Pl
(29.618024, -82.364641)"
"9086","070416-0502",2016-07-04 16:44:00,"EMS","","E1","Nw 18th St / Nw 3rd Av
(29.653967, -82.346269)"
"9087","070416-0496",2016-07-04 16:30:00,"EMS","","SQ1","Nw 7th Pl / Nw 19th St
(29.65871, -82.347763)"
"9088","070416-0490",2016-07-04 16:18:00,"EMS","","E3","Ne 17th Way / Ne 17th Pl
(29.667783, -82.301714)"
"9089","070416-0464",2016-07-04 15:44:00,"EMS","","E4","1902 Nw 38th Ter
(29.669765, -82.381771)"
"9090","070416-0441",2016-07-04 15:16:00,"EMS","Gainesville Healthcare - HCF","SQ2","4842 Sw Archer Rd
(29.612967, -82.395203)"
"9091","070416-0431",2016-07-04 15:10:00,"ALM","Enclave Apartments","TW2","3000 Sw 35th Pl
(29.620981, -82.368569)"
"9092","070416-0408",2016-07-04 14:36:00,"FIRE","Regency Oaks Apartments","E2","3230 Sw Archer Rd
(29.629475, -82.371826)"
"9093","070416-0392",2016-07-04 14:02:00,"EMS","Choices Apt (105)","E5","2101 Ne 2nd St
(29.671689, -82.31956)"
"9094","070416-0375",2016-07-04 13:36:00,"EMS","Whitney MHP (113)","E7","8401 Nw 13th St
(29.733262, -82.376951)"
"9095","070416-0364",2016-07-04 13:19:00,"ALM","NFRMC Womens Center","E4","6440 W Newberry Rd
(29.659613, -82.410908)"
"9096","070416-0361",2016-07-04 13:16:00,"FIRE","","SQ1","1509 Se 14th Av
(29.6379, -82.305341)"
"9097","070416-0347",2016-07-04 13:00:00,"EMS","Oak Ridge Apartments","E5","1120 Nw 45th Av
(29.69621, -82.337395)"
"9098","070416-0331",2016-07-04 12:24:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.679606, -82.286588)"
"9099","070416-0326",2016-07-04 12:21:00,"EMS","","E1","Nw 13th St / W University Av
(29.652056, -82.339323)"
"9100","070416-0310",2016-07-04 11:54:00,"EMS","","E3","900 E University Av
(29.651953, -82.314746)"
"9101","070416-0285",2016-07-04 11:08:00,"EMS","","TW2","2350 Sw 31st Pl
(29.623659, -82.35724)"
"9102","070416-0266",2016-07-04 10:28:00,"FIRE","The Palms Condominium","Q1","230 Sw 2nd Av
(29.650521, -82.32756)"
"9103","070416-0247",2016-07-04 10:04:00,"EMS","","E4","13 Sw 23rd Dr
(29.651844, -82.358189)"
"9104","070416-0241",2016-07-04 09:52:00,"EMS","Atrium at Gville","E7","2431 Nw 41st St
(29.675146, -82.38446)"
"9105","070416-0239",2016-07-04 09:48:00,"EMS","","E3","911 Ne 26th Ter
(29.660645, -82.289895)"
"9106","070416-0201",2016-07-04 07:56:00,"EMS","","E4","2420 Nw 14th Pl
(29.665285, -82.358745)"
"9107","070416-0182",2016-07-04 06:59:00,"EMS","","E5","1004 Nw 39th Av
(29.688546, -82.334721)"
"9108","070416-0158",2016-07-04 05:12:00,"EMS","Walgreens Pharmacy (16th Av/ 13th St)","E5","1615 Nw 13th St
(29.667188, -82.338766)"
"9109","070416-0138",2016-07-04 04:19:00,"EMS","PALM GARDENS - HCF","SQ2","227 Sw 62nd Blvd
(29.650557, -82.406858)"
"9110","070416-0068",2016-07-04 01:19:00,"EMS","Spanish Trace Apartments","E2","3500 Windmeadows Blvd
(29.628928, -82.374501)"
"9111","070416-0056",2016-07-04 01:05:00,"EMS","Madison Apartments","SQ2","1911 40TH TER SW
(29.634661, -82.384408)"
"9112","070416-0036",2016-07-04 00:41:00,"EMS","Brookwood Terrace Apts (158)","Q8","2601 Nw 23rd Blvd
(29.67687, -82.347192)"
"9113","070416-0006",2016-07-04 00:07:00,"EMS","Sunset Apartments (nw)","SQ1","1500 Nw 12th St
(29.665691, -82.337325)"
"9114","070316-0908",2016-07-03 23:47:00,"EMS","","Q8","4413 Nw 36th Dr
(29.695063, -82.377554)"
"9115","070316-0903",2016-07-03 23:42:00,"EMS","Regency Oaks Apartments","E2","3230 Sw Archer Rd
(29.629475, -82.371826)"
"9116","070316-0864",2016-07-03 22:58:00,"FIRE","Lux13  Apartments","E5","1015 Nw 21st Av
(29.672205, -82.335122)"
"9117","070316-0860",2016-07-03 22:54:00,"EMS","","E7","8250 Nw 44th Dr
(29.732057, -82.390951)"
"9118","070316-0821",2016-07-03 22:16:00,"EMS","Oak Park High Rise","SQ1","100 Ne 8th Av
(29.659622, -82.324003)"
"9119","070316-0787",2016-07-03 21:44:00,"EMS","Sunset Apartments (nw)","E5","1500 Nw 12th St
(29.665691, -82.337325)"
